country_code;customs_code;location_code;description
BR;217600;2911501;PORTO DE BELEM - PORTO FLUVIAL ALFA
BR;217600;2911604;INST.PORT.FLUV.USO PRIV. MISTO - MA
BR;217600;2911605;INST.PORT.FLUV.USO PRIV.MISTO-ROBCO
BR;217600;2911608;INST. PORT.FLUV.PRIV.USO MISTO/PETR
BR;217600;2911609;INST.PORT.FLUV.ALF.USO PRIV.MISTO-M
BR;217600;2912001;REMESSAS POSTAIS INTERNACIONAIS - E
BR;217600;2912202;TRANSPETRO
BR;217600;2913201;PORTO SECO-METROBEL -ESTALEIROS PE
BR;217600;2913501;BASE ALFANDEGADA DO MMAR.-BASE NAVA
BR;217600;2913901;INST.PORT.FLUV.ALF.USO PRIV.CIA REF
BR;217602;2711502;PORTO ORG. DE VILA DO CONDE/BARCARE
BR;217602;2711603;PARA PIGMENTOS S.A-INST.PORT.FLUV.A
BR;217602;2711604;RIO CAPIM CAULIM SA-INST.PORT.FLUV.
BR;217602;2711605;INST.PORT.FLUV.ALF.USO PRIV.-CONVIC
BR;217700;2971101;BELEM-VAL DE CANS-AEROPORTO INTERNA
BR;217700;2973501;BASE ALFANDEGADA DO MAER-BASE AEREA
BR;217700;2977201;BELEM-VARIG S/A-DEPOSITO AFIANCADO
BR;227600;2931502;INST.PORT.FLUV.ALF-USO PUBLICO-SNPH
BR;227600;2931503;INST.PORT.FLUV.ALF-USO PUBLICO-EST.
BR;227600;2931504;INST.PORT.FLUV.ALF-USO PUBLICO-EMP.
BR;227600;2931601;SUPER TERMINAIS COM.IND.LTDA - INST
BR;227600;2931602;INST.PORT.FLUV.ALF.USO PRIVAT. CIME
BR;227600;2931603;INST.PORT.FLUV.ALF.USO PRIV.-HERMAS
BR;227600;2931604;INST.PORT.FLUV.ALF-USO PRIVATIVO-PE
BR;227600;2931605;INST.POR.FLUV.ALF-USO PRIVATIVO-CHI
BR;227600;2931606;INST.PORT.FLU.ALF-USO PRIVATIVO-MIS
BR;227600;2932001;SETOR DE ENCOMENDAS INTERNACIONAIS
BR;227600;2933201;EADI - AURORA DA AMAZONIA TERMINAIS
BR;227603;2211501;PORTO FLUVIAL ALF.- USO PUBLICO - S
BR;227603;2951101;AEROPORTO INTERNACIONAL DE TABATING
BR;227700;2941101;MANAUS-EDUARDO GOMES-AEROPORTO INTE
BR;230100;2301101;AEROPORTO INTERNACIONAL DE RIO BRAN
BR;230100;2301901;PONTO DE FRONTEIRA DE SANTA ROSA DO
BR;230100;2305301;RECINTO ESP. ENERGIA ELETRICA EXP.
BR;230151;2311901;EPITACIOLANDIA (BRASIL-BOLIVIA)PONT
BR;230154;2981901;PONTO DE FRONTEIRA/ASSIS BRASIL-AC,
BR;240100;2401101;AEROPORTO INTERNACIONAL DE MACAPA -
BR;240100;2401502;PORTO ORGANIZADO DE SANTANA/AMAPA
BR;240100;2401602;INST.PORT.FLUV.ALFAND.PRIV.MISTA -
BR;250100;2501501;PORTO FLUV.ALF-PORTO VELHO-SOCIEDAD
BR;250100;2503401;BASE AEREA DE PORTO VELHO
BR;250151;2961901;GUAJARA-MIRIM (BRASIL-BOLIVIA) PONT
BR;250151;2963101;EAF GUAJARA-MIRIM-SUFRAMA-AV.DR.ANT
BR;260100;2601101;BOA VISTA - AEROPORTO INTERNACIONAL
BR;260100;2603401;BASE ALFANDEGADA DO MAER.-BASE A°RE
BR;260151;2611901;MARCO BV-8 (BRASIL-VENEZUELA) PONTO
BR;260151;2615301;CENTRAIS ELETRICAS DO NORTE DO BRAS
BR;260152;2621901;ROD.BR 401 MARGENS DO RIO TACUTU (B
BR;317600;3911301;PORTO DE FORTALEZA - CIA. DOCAS DO
BR;317600;3912001;SETOR DE ENCOM. INTERN. DA ECT - FO
BR;317600;3912501;TANQUE NAO ALFANDEGADO-AGIP DO BRAS
BR;317600;3912502;TANQUE NAO ALFANDEGADO-NACIONAL GAS
BR;317600;3912503;TANQUE NAO ALFANDEGADO-PETROBRAS DI
BR;317600;3912504;TANQUE NAO ALFANDEGADO-PETROBRAS S/
BR;317600;3912505;TANQUE NAO ALFANDEGADO-SHELL BRASIL
BR;317600;3912506;TANQUE NAO ALFANDEGADO-ESSO BRAS.LT
BR;317700;3921101;AEROPORTO INTERNACIONAL PINTO MARTI
BR;317700;3926101;LOJA FRANCA-BRASIF DUTY FREE-S/EMB-
BR;317700;3926102;LOJA FRANCA-BRASIF DUTY FREE-S/DESE
BR;317700;3927201;DEPOSITO AFIANCADO-TAP-A.I.PINTO MA
BR;317700;3927701;DELOF-BRASIF DUTY FREE-AEROP.P.MART
BR;327600;3931101;INFRAERO - AEROP.INTERNAC. MARECHAL
BR;327600;3931301;PORTO MAR.ALF.DE ITAQUI-USO PUBLICO
BR;327600;3931401;INST.PORT.MAR.ALF.USO PRIVATIVO-CON
BR;327600;3931402;INST.PORT.MAR.ALF.USO PRIV.PONTA DA
BR;327600;3931403;INST.PORTUARIA PRIVATIVO MISTO-PONT
BR;327600;3932201;TANQUE ALFANDEGADO - GRANEL QUIMICA
BR;327600;3932202;TANQUE ALFANDEGADO-TRANSPETRO S/A-P
BR;327600;3932203;INST.PORT.ALF.USO PRIV.MISTO-UNID.A
BR;330100;3301201;TECA - AEROPORTO DE TERESINA - INFR
BR;330100;3302001;SETOR DE ENCOM. INTERN. DA ECT - TE
BR;410251;4151101;AEROPORTO INT.ALF. PETROLINA-PE/ IN
BR;415100;4911301;PORTO MAR. ALFAND. PUBLICO-PORTO DO
BR;415100;4912001;SETOR DE ENCOM. INTERN. DA ECT - RE
BR;415100;4913201;EADI-YOLANDA LOG.ARM.TRANSP.SERV.LT
BR;415100;4951301;TERMINAL PORTUARIO PUBLICO GRANEIS
BR;417700;4921101;AEROPORTO INTERNAC. DOS GUARARAPES/
BR;417700;4923401;BASE ALFANDEGADA DO MAER.-BASE AERE
BR;417700;4926101;BRASIF DUTY FREE SHOP LTDA.- LOJA 1
BR;417700;4926102;BRASIF DUTY FREE SHOP LTDA.-LOJA 2-
BR;417700;4927201;DEPOSITO AFIANCADO-VARIG S/A-AER. I
BR;417700;4927203;DEPOSITO AFIANCADO - AMERICAN AIRLI
BR;417700;4927204;DAF DELTA AIRLINES AER. INT. RECIFE
BR;417700;4927701;DELOF-BRASIF DUTY FREE SHOP LTDA-AR
BR;417800;4931301;PORTO DE SUAPE-IPOJUCA-PORTO MARITI
BR;417800;4931303;INST.PORT.MAR.ALF.USO PUBLICO-TECON
BR;417800;4931304;INST.PORT.USO PUBL.-SUATA SERV.LOG.
BR;417800;4932201;TANQUE ALFANDEGADO-TEQUIMAR S.A-IPO
BR;417800;4932202;TANQUE ALFANDEGADO-TEMAPE LTDA-COMP
BR;417800;4932204;TANQUE ALFANDEGADO - PANDENOR LTDA
BR;417800;4932205;TANQUE ALFANDEGADO - DECAL BRASIL L
BR;420100;4301301;PORTO DE NATAL-MARIT.ALFAND. USO PU
BR;420100;4301401;FRIO GRANDE DO NORTE LTDA.
BR;420100;4301402;PETROBRAS TRANSPORTE S.A. - TRANSPE
BR;420100;4302001;SETOR DE ENCOM. INTERN. DA ECT - NA
BR;420100;4303501;BASE ALFANDEGADA DO MMAR.-BASE NAVA
BR;420152;4101101;AEROPORTO INT.ALF.-AUGUSTO SEVERO-
BR;420252;4311301;PORTO MAR.ALFA.USO PUBL.-CODERN - A
BR;430100;4401201;TECA - AEPTO. PTE. CASTRO PINTO-INF
BR;430100;4402001;REMESSAS POSTAIS INTERNACIONAIS-ECT
BR;430151;4941301;PORTO DE CABEDELO - PORTO MARIT.ALF
BR;440100;4501101;AEROPORTO INT.ALF.-ZUMBI DOS PALMAR
BR;440100;4501301;PORTO MARITIMO ALFANDEGADO-CODERN-M
BR;440100;4501401;INST.PORT.MAR.ALF.-USO PRIVATIVO BR
BR;440100;4502001;SETOR DE ENCOM.INTERN.DA ECT - MACE
BR;510551;5521101;AEROPORTO INTER.ALFANDEGADO-PORTO S
BR;517600;5921301;PORTO DE SALVADOR - CODEBA - PORTO
BR;517600;5921302;INST.PORT.MAR.ALF.USO PUBL.TECOM SA
BR;517600;5921303;INST. PORT. USO PUBLICO - TERM. AGU
BR;517600;5921304;INST.PORT.USO PUBLICO - INTERMARITI
BR;517600;5921402;INST.PORT.MAR.ALF.USO PRIV.GERDAU S
BR;517600;5921403;INST.PORT.MAR.ALF.USO PRIV._TERMINA
BR;517600;5922201;MOINHO CANUELAS LTDA
BR;517600;5922202;MOINHO DIAS BRANCO IND. E COM. DE A
BR;517600;5923201;EADI-CIA EMPORIO AR.GER.ALF.AV.L.TA
BR;517600;5923202;EADI-CONS.EADI/SALVADOR LOGIST. E D
BR;517600;5923501;BASE ALFANDEGADA DO MMAR.-BASE NAVA
BR;517602;5511301;PORTO MARITIMO ALFA. DE USO PUBLICO
BR;517602;5511401;INST.PORT.MAR.ALF-USO PRIVATIVO - T
BR;517602;5511402;INST.PORT.MAR.ALF-USO PRIVAT.-DOW B
BR;517602;5511403;INST.PORT.MAR.ALF.USO PRIVATIVO-TRA
BR;517602;5511404;INST.PORT.MAR.ALF.USO PRIVATIVO-FOR
BR;517602;5511405;INST.PORT.MAR.ALF-USO PRIVATIVO - P
BR;517602;5512201;TANQUE ALFANDEGADO-BRASTERIMINAIS S
BR;517700;5931101;AEROP.INTER.ALF DE SALVADOR-D.L. ED
BR;517700;5936101;LOJA FRANCA - DUFRY DO BRASIL DUTY
BR;517700;5936103;LOJA FRANCA - DUFRY DO BRASIL DUTY
BR;517700;5937202;DEP.AFIANCADO-TAP S/A-AEROPORTO INT
BR;517700;5937203;DEP. AFIANCADO - AMERICAN AIRLINES
BR;517700;5937204;DEP. AFIANCADO - AMERICAN AIRLINES
BR;517700;5937205;DEP. AFIANCADO - AIR EUROPA LINHAS
BR;520100;5101201;TECA - AEROPORTO DE ARACAJU - ARACA
BR;520100;5101333;RECINTO TESTE TREINAMENTO URF 05201
BR;520100;5101401;INST. IGNACIO BARBOSA-SERGIPORTOS-I
BR;520100;5102001;SETOR DE ENCOM. INTERN. DA ECT - AR
BR;610300;6308201;REDEX - PEDRAS PRECIOSAS I.N SRF NR
BR;610400;6353201;EADI-JUIZ DE FORA, MULTITERMINAIS A
BR;610500;6453201;EADI-UBERABA-EMP. DE TRANSP.LIDER L
BR;610600;6553201;EADI - ARMAZENS GERAIS AGRICOLA LTD
BR;610800;6405201;DRF-MONTES CLAROS(NAC.RECOF,ADTEMP.
BR;610900;6503201;EADI-MINERACAO ANDIRA LTDA-DISTR.IN
BR;615100;6911101;AEROPORTO INTERN. TANCREDO NEVES -
BR;615100;6912001;SETOR DE REMESSAS POST.INTERN. -ECT
BR;615100;6917202;DEP. AFIANCADO - AMERICAN AIRLINES
BR;615100;6923201;EADI - USIFAST LOG. INDUSTRIAL S/A
BR;615100;6926101;LOJA FRANCA - DUFRY DO BRASIL DUTY
BR;615100;6926102;LOJA FRANCA - DUFRY DO BRASIL DUTY
BR;615100;6927701;DEP. DE LJ FRANCA - DUFRY DO BRASIL
BR;710200;7201101;AEROPORTO INT. DE CABO FRIO-COSTA D
BR;710200;7201301;NITSHORE ENGENHARIA E SERVICOS PORT
BR;710200;7201302;PORTO MAR.ALF. DE FORNO-ARRAIAL DO
BR;710200;7201401;INST.PORT.MAR.ALF-USO PUBLICO-HALLI
BR;710200;7201402;INST.PORT.MAR.ALF-USO PRIVATIVO-HAL
BR;710200;7201403;INST.PORT.MAR./ALF-USO PRIVATIVO-MA
BR;710200;7201404;INST.PORT.MARIT.ALF.PRIV.MISTO UTC
BR;710200;7203501;BASE ALFANDEGADA DO MMAR.-BASE NAVA
BR;710200;7203503;BASE ALFANDEGADA DO MMAR.-BASE A°RE
BR;710200;7203504;BASE DE HIDROGRAFIA DA MARINHA EM N
BR;710200;7207101;DEA - MIN. DA MARINHA - BASE AEREA
BR;710300;7253201;EADI-TRANSP.MAR.MULT.SAO GERALDO LT
BR;710300;7255201;DRF-NOVA IGUACU_(NACIONALIZACAO REC
BR;710300;7257101;DEA - CIA. ELETROMECANICA CELMA - P
BR;710400;7301101;AEROPORTO INT.ALFANDEGADO-INFRAERO-
BR;710500;7353201;EADI- TERMINAL LOG.DO VALE DO PARAI
BR;715400;7932705;REDEX-INTEGRAL TRANSP.AG.MAR.LTDA-S
BR;715400;7932709;REDEX-MULTIPORTOS OPER. PORT.S/A-MU
BR;715400;7933201;EADI-MULTITERMINAIS ALF.R.BEN.OTONI
BR;715400;7933401;BASE ALFANDEGADA DO MAER, DARJ, AV.
BR;715400;7933501;BASE ALFANDEGADA DO MMAR.-BASE DE A
BR;715400;7933601;BASE AFANDEGADA DO MEX.-1º DEPT.SUP
BR;715400;7933602;BASE MILITAR ALF.-C.EXERC-DEP.CENT.
BR;715400;7937102;DEA - MINISTERIO DA AERONAUTICA - R
BR;715500;7941401;INST.PORTUARIA DE USO PRIV.-PETROBR
BR;717600;7922702;REDEX - INTEGRAL TRANSPORTE E AG. M
BR;717600;7922703;REDEX - SEATRANS AGENCIA MARITIMA L
BR;717600;7922704;REDEX - LUMINA ARMAZENS GERAIS LTDA
BR;717600;7922705;REDEX - FUTURA TRANSPORTES LTDA.
BR;717600;7922706;REDEX - WMS WORD MARINE SERVICE LTD
BR;717600;7922707;REDEX - SADA TRANSPORTES E ARMAZENA
BR;717600;7922708;REDEX - PENNANT SERVICOS MARITIMOS
BR;717600;7922709;REDEX - LIBRA TERMINAL RIO S.A.
BR;717600;7922711;REDEX - ZIRANLOG TRANSPORTES LTDA
BR;717600;7922712;REDEX - TRANZIRAN TRANSPORTES LTDA
BR;717600;7923501;BASE ALFANDEGADA DO MMAR.-ARSENAL D
BR;717600;7929907;OUTROS - SHELL DO BRASIL S.A.
BR;717700;7911101;AEROPORTO INTERNACIONAL DO RIO DE J
BR;717700;7912001;REMESSAS POST. INTERN-ECT-AIRJ-AGEN
BR;717700;7912002;REMESSAS POST.INTERN-ECT-AIRJ-CENTR
BR;717700;7912101;TERMINAL DE REMESSA EXPRESSA - INFR
BR;717700;7912401;SETOR DE BAGAGEM ACOMPANHADA-AER.IN
BR;717700;7913401;BASE ALFANDEGADA DO MAER.-BASE A°RE
BR;717700;7916101;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;717700;7916102;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;717700;7916103;LOJA FRANCA - H. STERN COM. E INDUS
BR;717700;7916104;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;717700;7916105;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;717700;7916106;LOJA FRANCA-BRASIF DUTY FREE SHOP-S
BR;717700;7916107;LOJA FRANCA-H.STERN COM.IND.S/A-S.E
BR;717700;7917204;DEPOSITO AFIANCADO - BRITISH AIRWAY
BR;717700;7917205;DEP. AFIANCADO - CIA. NAT. AIR FRAN
BR;717700;7917207;DAF DELTA AIRLINES
BR;717700;7917208;DEPOSITO AFIANCADO-CONTINENTAL AIRL
BR;717700;7917210;DEPOSITO AFIANCADO-TTES.AEREOS PORT
BR;717700;7917213;DAF-CONTINENTAL AIRLINES-AIRJ-TPS1-
BR;717700;7917216;DEPOSITO AFIANCADO-TAP S/A-AIRJ- RI
BR;717700;7917217;DEPOSITO AFIANCADO-UNITED AIRLINES-
BR;717800;7961302;PORTO MAR.ALF.ANGRA DOS REIS-FCA AN
BR;717800;7961303;INST.PORT.MAR.ALF.USO PUBLICO-CIA.S
BR;717800;7961304;INST.PORT.MAR.ALF.USO PUBLICO-SEPET
BR;717800;7961401;TERMINAL MBR-INST.PORT.MAR.ALF.PRIV
BR;717800;7961402;TERMINAL NUCLEBRAS-EQUIP.PESADOS SA
BR;717800;7961403;INST.PORT.MAR.ALF.USO PRIVAT.TRANSP
BR;717800;7961404;INST.PORT.MAR.ALF-USO PRIVATIVO-CIA
BR;717800;7961405;INST.PORT.MAR.ALF.USO PRIVATIVO-HAL
BR;717800;7961406;INST.PORT.MAR.ALF-USO PRIVATIVO-BRA
BR;717800;7961407;INST.PORT.MAR.ALF.USO PRIVATIVO-VAL
BR;717800;7961408;INST.PORT.MAR.ALF.USO PRIVATIVO-TRA
BR;717800;7961409;DISTRITO INDUSTRIAL DE SANTA CRUZ (
BR;717800;7962202;TANQUE ALF.TRANSPETRO S/A-B. ILHA G
BR;717800;7962203;TANQUE ALF.TRANSPETRO S/A-B. ILHA G
BR;727600;7950001;PATIO DO PORTO DE VITORIA/ES
BR;727600;7951101;AEROPORTO INTERNACIONAL DE VITORIA/
BR;727600;7951301;PORTO DE VITORIA - CODESA - VITORIA
BR;727600;7951304;INST.PORT.MAR.ALF.USO PUBL.HIPER EX
BR;727600;7951305;INST.PORT.MAR.ALF.USO PUBL.TERMINAL
BR;727600;7951306;INST.PORT.MAR.ALF.USO PUBLICO PEIU-
BR;727600;7951307;PORTO DE VITORIA - CODESA - ( CAIS
BR;727600;7951308;PORTO DE VITORIA - CODESA_ -TERMINA
BR;727600;7951401;TERMINAL DE TUBARAO - CIA. VALE DO
BR;727600;7951402;VITORIA - CIA.SIDERURGICA TUBARAO-T
BR;727600;7951403;TERMINAL DE CARVAO - VALE - PRAIA M
BR;727600;7951406;TERMINAL DA PORTOCEL - BARRA DO RIA
BR;727600;7951407;INST.PORT.MAR.ALF-USO PRIVATIVO-CIA
BR;727600;7952201;TANQUE ALFANDEGADO - RHODES S/A - V
BR;727600;7952701;REDEX SUNLOG LOGISTICA
BR;727600;7953202;PORTO SECO-COTIA ARMAZENS GERAIS S/
BR;727600;7953203;EADI - CIA DE TRANSP.E ARMAZ. GERAI
BR;727600;7953204;PORTO SECO DE VITORIA I -PSVIT I-CO
BR;810300;8353201;EADI-CIPAGEM CIA PAULISTA-ARM.GERAI
BR;810300;8355201;DRF-BAURU (NAC.RECOF,AD TEMP,DEP ES
BR;810500;8651601;INST.PORT.FLU.ALFAND.DE USO PRIV.MI
BR;810700;8753201;EADI-AUTOMOTIVE DIST.LOG.LTDA. S.JO
BR;810800;8853201;EADI-EADI TAUBATE LTDA-DISTR.IND.PI
BR;810800;8855201;DRF-TAUBATE (NAC.RECOF,AD TEMP,DEP
BR;810900;8703201;EADI-RODRIMAR S/A-ROD.ANHANG.KM 312
BR;811000;8813201;EADI - AURORA TERMINAIS E SERVICOS
BR;811200;8505201;DRF-LIMEIRA (NAC.RECOF,AD TEMP,DEP
BR;811800;8555201;DRF-MARILIA_(NACIONALIZACAO RECOF)
BR;812000;8801101;AEROPORTO INTERNAC. ALFANDEGADO-INF
BR;812000;8803201;EADI-UNIVERSAL AR.GER.ALF.AV.GET.VA
BR;812051;8451301;PORTO DE SAO SEBASTIAO - COMPANHIA
BR;812051;8451401;INST.PORT.MAR.ALF-USO PRIVATIVO-TRA
BR;812051;8452201;TANQUE ALFANDEGADO-MALTERIA DO VALE
BR;812051;8453201;EADI/CNAGA-AV.ENG.REMO C.SILVA,1750
BR;812300;8893201;EADI-EMBRATE-FRANCA/SP-EMPR.BRAS.DE
BR;812400;8835201;DRF-JUNDIAI (NAC. RECOF,AD.TEMP.,DE
BR;812500;8875201;DRF-PIRACIABA RECOF - URF/ARF - IN
BR;815500;8942001;RPI - SETOR DE ENCOM. INTENAC. DA E
BR;815500;8943201;EADI - PLAN SERVICE LTDA - GUARULHO
BR;815500;8943202;EADI-CNAGA-AV.NACOES UNIDAS,22452,S
BR;815500;8943203;EADI-ARM.GER.COLUMBIA-AV.PRES.WILSO
BR;815500;8943204;EADI-EMBRAGEN-AV.MACKENZIE,137,JAGU
BR;815500;8943207;EADI-CRAGEA-ROD.INDIO TIBIRICA,KM 5
BR;815500;8943208;EADI SANTO ANDRE TERMINAL DE CARGAS
BR;815500;8943209;EADI-INTEGRAL TRANSP.AGEN.MAR.LTDA-
BR;815500;8943210;PORTO SECO TRANSQUADROS ARM.GERAIS
BR;815500;8943211;EADI-ARMAZENS GERAIS COLUMBIA-BARUE
BR;815500;8944107;FUNDACAO BIENAL DE SAO PAULO - ENTR
BR;815500;8945201;IRF-SP (NACIONALIZACAO RECOF)
BR;817600;8911101;AEROPORTO INTERNAC. DE SAO PAULO -
BR;817600;8916101;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8916102;LOJA FRANCA - H. STERN COM. E IND.
BR;817600;8916103;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8916104;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8916105;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8916106;LOJA FRANCA - H. STERN COM. E INDUS
BR;817600;8916107;LOJA FRANCA-BRASIF DUTY FREE SHOP-A
BR;817600;8916108;LOJA FRANCA - H STERN S/A AISP-GUAR
BR;817600;8916109;LOJA FRANCA COMPL. - BRASIF DUTY FR
BR;817600;8916110;LOJA FRANCA - DUFRY DO BRASIL DUTY
BR;817600;8916111;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8916113;LOJA FRANCA - BRASIF DUTY FREE SHOP
BR;817600;8917201;DEPOSITO AFIANCADO-AMERICAN AIRLINE
BR;817600;8917225;DAF-CIA. MEXICANA DE AVIACION S.A D
BR;817600;8917701;DEP. DE LJ FRANCA - BRASIF DUTY FRE
BR;817600;8917702;DEP. LJ FRANCA - H. STERN COM. E IN
BR;817600;8917703;DEPOSITO DE LOJA FRANCA-BRASIF DUTY
BR;817600;8917704;DEPOSITO - BRASIF DUTY FREE SHOP LT
BR;817700;8921101;AEROPORTO INTERNACIONAL DE VIRACOPO
BR;817700;8922101;TERMINAL DE REMESSA EXPRESSA-DHL W.
BR;817700;8922102;TERMINAL DE REMESSA EXPRESSA-UPS
BR;817700;8923201;EADI-ARM.GERAIS COLUMBIA S/A-VIA AN
BR;817700;8923202;EADI-LIBRAPORT CAMPINAS-S/A-ALADINO
BR;817700;8927201;DEPOSITO AFIANCADO-FEDERAL EXPRESS-
BR;817800;8931301;CODESP - CAIS PUBLICO
BR;817800;8931303;INST.PORT.MAR.ALF-USO PRIV.-MARIMEX
BR;817800;8931304;INSTAL.PORT.MAR.- USO PRIV. - TERMA
BR;817800;8931305;INSTALACAO PORT.PRIV.PUBLICO - TRAS
BR;817800;8931306;INST.PORT.ALF.USO PUBL.TECON I-PORT
BR;817800;8931307;INST.PORT.MARIT.ALF - USO PUBLICO -
BR;817800;8931308;INST.PORT.MAR.ALF.-USO PUBLICO_- DE
BR;817800;8931309;INST.PORT.MAR.ALF. - USO PUBLICO -
BR;817800;8931310;INST.PORT.MAR.ALF-USO PUBLICO-LIBRA
BR;817800;8931311;INST.PORT.MAR.ALF-USO PUBL. COSAN O
BR;817800;8931312;INST.PORT.MAR.ALF.USO PUBL.LIBRA TE
BR;817800;8931313;INST.PORT.MAR.ALF.USO PUBL.TEACU_AR
BR;817800;8931315;RODRIMAR S/A TRANSPORTES EQUIP. IND
BR;817800;8931316;INST.PORT.MAR.ALF.USO PUBLICO-NST T
BR;817800;8931317;INST.PORT.MAR.ALF-USO PUBLICO-VCP T
BR;817800;8931318;INST.PORT.MAR.ALF.USO PUBLICO-TECON
BR;817800;8931319;INST.PORT.MAR.ALF-USO PUBL.CIA.BAND
BR;817800;8931320;INST.PORT.MAR.ALF.USO PUBLICO-CITRO
BR;817800;8931321;INST.MAR.ALF.USO PUBLICO-ADM EXP.IM
BR;817800;8931322;INST.PORT.MAR.ALF-USO PUBLICO-TRANS
BR;817800;8931324;INST.PORT.MAR.ALF-USO PUBLICO-T.GRA
BR;817800;8931325;INST.PORT.MAR.ALF-USO PUBLICO-ACT E
BR;817800;8931326;INST.PORT.MAR.ALF-USO PUBLICO-LOUIS
BR;817800;8931327;INST.PORT.MAR.ALF-USO PUBLICO-MESQU
BR;817800;8931328;INST.PORT.MAR.ALF-USO PUBLICO-HIPER
BR;817800;8931331;INST.PORT.MAR.ALF-USO PUBLICO - FIS
BR;817800;8931332;INST.PORT.MAR.ALF.USO PUBLICO-CIA B
BR;817800;8931333;INST.PORT.MAR.ALF.USO PUBLICO-TEAG
BR;817800;8931335;INST.PORT.MAR.ALF.USO PUBLICO-TERM.
BR;817800;8931337;INST.PORT.MAR.ALF.USO PUBLICO-TEAG
BR;817800;8931339;INST.PORT.MAR.ALF.USO PUBLICO-TECON
BR;817800;8931340;INST.PORT.MAR.ALF.USO PUBLICO-COPAP
BR;817800;8931341;INS.POR.MAR.ALF.U.PUB.-ARM.IIIEVIII
BR;817800;8931342;INST.PORT.MAR.ALF.USO PUBLICO-MARIM
BR;817800;8931343;INST.PORT.MAR.ALF.USO PUBL.-MESQUIT
BR;817800;8931344;INST.PORT.MAR.ALF.USO PUBL.-SUCOCIT
